Date,Amount
2010-04-30,3103.0
2010-05-07,2158.0
2010-05-14,2264.0
2010-05-21,2822.0
2010-05-28,2574.0
2010-06-04,2015.0
2010-06-11,2107.0
2010-06-18,2324.0
2010-06-25,2614.0
2010-07-02,3027.0
2010-07-09,2346.0
2010-07-16,2435.0
2010-07-23,2435.0
2010-07-30,2873.0
2010-08-06,2772.0
2010-08-13,2912.0
2010-08-20,2996.0
2010-08-27,2745.0
2010-09-03,2798.0
2010-09-10,2241.0
2010-09-17,2495.0
2010-09-24,2589.0
2010-10-01,2335.0
2010-10-08,2319.0
2010-10-15,2454.0
2010-10-22,2708.0
2010-10-29,2364.0
2010-11-05,2368.0
2010-11-12,2322.0
2010-11-19,2484.0
2010-11-26,2141.0
2010-12-03,2637.0
2010-12-10,2355.0
2010-12-17,2954.0
2010-12-24,2665.0
2010-12-31,1740.0
2011-01-07,2669.0
2011-01-14,2726.0
2011-01-21,2554.0
2011-01-28,2902.0
2011-02-04,2948.0
2011-02-11,2530.0
2011-02-18,2235.0
2011-02-25,2216.0
2011-03-04,2422.0
2011-03-11,2029.0
2011-03-18,2579.0
2011-03-25,2390.0
2011-04-01,2628.0
2011-04-08,2436.0
2011-04-15,2604.0
2011-04-22,3087.0
2011-04-29,2908.0
2011-05-06,2619.0
2011-05-13,2260.0
2011-05-20,3014.0
2011-05-27,2960.0
2011-06-03,2767.0
2011-06-10,2402.0
2011-06-17,2462.0
2011-06-24,2236.0
2011-07-01,2123.0
2011-07-08,2401.0
2011-07-15,2177.0
2011-07-22,2258.0
2011-07-29,2256.0
2011-08-05,2027.0
2011-08-12,1960.0
2011-08-19,2361.0
2011-08-26,1914.0
2011-09-02,1839.0
2011-09-09,1931.0
2011-09-16,2104.0
2011-09-23,1920.0
2011-09-30,2116.0
2011-10-07,1956.0
2011-10-14,1413.0
2011-10-21,2004.0
2011-10-28,2292.0
2011-11-04,2019.0
2011-11-11,1839.0
2011-11-18,2511.0
2011-11-25,2308.0
2011-12-02,2653.0
2011-12-09,2783.0
2011-12-16,2102.0
2011-12-23,2250.0
2011-12-30,1874.0
2012-01-06,1803.0
2012-01-13,1871.0
2012-01-20,2201.0
2012-01-27,2428.0
2012-02-03,2088.0
2012-02-10,1854.0
2012-02-17,2096.0
2012-02-24,1692.0
2012-03-02,1792.0
2012-03-09,1771.0
2012-03-16,1829.0
2012-03-23,1770.0
2012-03-30,2038.0
2012-04-06,1828.0
2012-04-13,1674.0
